steam_appid;Mesclado.1;Processador_min.1;RAM_min.1.1;GPU_min.1;
292330;最低配備: 作業系統:  Vista SP2 or newer, 64-bit 處理器: Intel Core i5-2500 3Ghz / AMD FX-8310 or similar 記憶體: 4 GB 記憶體 顯示卡: 256 MB DX 9 Compliant videocard with pixel shader 3,0 DirectX: 版本：9.0c 儲存空間: 2 GB 可用空間 音效卡: DirectX 9 Compatible Audio;;;;
292370;Minimale : Système d'exploitation :  XP/Vista/7 Processeur : Intel® Pentium® 4 2.0 GHz equivalent or faster processor Mémoire vive : 512 MB de mémoire Graphiques : Intel GMA series or better Espace disque : 400 MB d'espace disque disponible Carte son : DirectSound-compatible sound card;;;;
292380;;486 DirectX: Version 9.0 Hard Drive: 101 MB available space;;;
292390;;1.8 GHz Processor ;512 MB RAM ;3D graphics card compatible with DirectX 7;
292400;;2 GHz Intel Core 2 Duo or AMD equivalent ;2 GB RAM ;DirectX 9 compatible graphics card with 1 GB memory ;
292410;;1 GHz Processor Graphics: 32 MB DirectX 9.0b compatible video card;;;
292420;;1 Ghz ;512 MB RAM ;ATI Radeon 8500 or nVidia GeForce 3 Ti (must support ps.1.1) with at least 32Mb of video memory DirectX: Version 9.0 ;
292480;;Core 2 Duo or faster ;1 GB RAM ;GeForce 8800 or better (or comparable AMD card);
292500;;CPU 1.2GHz ;1 GB RAM ;800 x 600 VRAM 256MByte DirectX: Version 9.0c ;
292570;Minimale : Système d'exploitation :  XP/Vista/7/8 Processeur : Intel Core 2 Duo or Athlon 64 X2 Mémoire vive : 1 GB de mémoire DirectX : Version 9.0c Espace disque : 300 MB d'espace disque disponible;;;;
292600;Minimale : Système d'exploitation :  Vista or Newer Processeur : Core 2 Duo Mémoire vive : 1 GB de mémoire Graphiques : Integrated Espace disque : 150 MB d'espace disque disponible;;;;
292620;;1.2 Ghz ;512 MB RAM ;Shader Model 1.1 compatible graphics card DirectX: Version 9.0c ;
292630;;2 gig dual core ;2 GB RAM ;Latest driver direct x 9 Sound Card: Latest driver direct x 9;
292660;Styresystem:  XP/Vista Processor: 800 Mhz Hukommelse: 256 MB RAM DirectX: Version 8.1 Diskplads: 120 MB tilgængelig plads;;;;
292670;;1.8 Ghz ;512 MB RAM ;;
292730;Requires a 64-bit processor and operating system ;Intel Core i3-3225 @ 3.30GHz or equivalent ;8 GB RAM ;NVIDIA GeForce GTX 660 2GB / AMD Radeon HD 7850 2GB DirectX: Version 11 Network: Broadband Internet connection ;
292760;;Pentium 4 or equivalent ;1 GB RAM ;Min 256Mb video card ;
292780;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
292800;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
292820;Минимальные: ОС:  XP / Vista / 7 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound Дополнительно: This game may have problems functioning on OS:  8.OS: OS: ;;;;
292840;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
292860;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
292880;;1.8 Ghz ;512 MB RAM ;;
292910;;2.5 GHz Single Core Processor or 2 GHz Dual Core Processor ;2 GB RAM ;OpenGL 2.0 compatible with 256 MB RAM (Shared Memory is not recommended) DirectX: Version 9.0c ;
292930;;Pentium(r) III 400 MHz (Or Equivalent) ;64 MB RAM ;DirectX compatible card DirectX: Version 8.0 ;
292990;;Pentium®4 1.6GHz ;256 MB RAM ;VRAM 128MB or better DirectX: Version 9.0c ;
293160;;2 GHz Intel Core 2 Duo ;2 GB RAM Hard Drive: 200 MB available space;;
293180;;2.0 GHz ;2 GB RAM ;NVIDIA GeForce GT 240 (or better) ;
293200;;2.0Ghz+ ;2 GB RAM ;Shader Model 2.0+ ;
293220;Requires a 64-bit processor and operating system ;Intel Core i5-2500K / AMD FX-8350 ;8 GB RAM ;NVidia: GTX 770, GTX 680, GTX590 / ATI: R9 380X, R9 380, R9 280X, HD 7970 GHz Ed, HD 6990 DirectX: Version 11 Network: Broadband Internet connection ;
293240;;Intel Core 2 CPU ;2 GB RAM ;NVIDIA GT/s 4xx or Equivalent ;
293260;Mínimo: SO:  7 or later Procesador: 2.33 Ghz or faster x86-compatible processor or Intel Atom™ 1.6GHz or faster processor for netbook class devices Memoria: 1 GB de RAM Red: Conexión de banda ancha a Internet Almacenamiento: 300 MB de espacio disponible;;;;
293320;;2.0+ GHz processor ;2 GB RAM ;NVIDIA 6000 series or higher graphics card DirectX: Version 9.0 ;
293340;最低配備: 作業系統: ® XP SP3/ Vista/7™ 處理器: 2,4 GHz Intel® Pentium® or Equivalent AMD® 記憶體: 2 GB 記憶體 顯示卡: 128 MB DX9 shader 2.0 compatible videocard DirectX: 版本：9.0c 儲存空間: 1200 MB 可用空間 音效卡: Direct X 9.0.c compatible soundcard;;;;
293400;Requires a 64-bit processor and operating system ;Intel Core i3-4340 / AMD FX-6300 ;8 GB RAM ;nVidia GeForce GTX 660 2GB / AMD Radeon HD 7850 2GB DirectX: Version 11 Network: Broadband Internet connection ;
293420;最低配備: 作業系統: WinXP, Vista, and Win7 處理器: Dual Core 記憶體: 2 GB 記憶體 顯示卡: Shader Model 3 With 512MB Video RAM* 1280x720 or higher DirectX: 版本：9.0c 儲存空間: 1 GB 可用空間 音效卡: Stereo Sound 備註: * Mobile graphics adapters are not supported but may work.;;;;
293440;;Intel® Pentium 4 / 2.0GHz ;1 GB RAM ;DirectX 9.0c compatible card, 128MB of VRAM ;
293460;Минимальные: ОС: XP Процессор: Intel one core 2.0 Ghz or similar Оперативная память: 2 GB ОЗУ Видеокарта: NVidia 8600 or similar AMD card with support for 2.x shader profile (old Intel integrated cards may not work) DirectX: Версии 9.0c Место на диске: 2 GB Звуковая карта: any sound card with 3D support;;;;
293480;;1.66 GHz ;4 GB RAM ;DX9 (shader model 2.0) capabilities DirectX: Version 9.0c ;
293520;;Intel Core2Duo 2.3 GHz or AMD Athlon 6000+ ;4 GB RAM ;Nvidia GTX 260 DirectX: Version 9.0c ;
293540;;Intel Core 2 Duo or better ;2 GB RAM ;"GeForce 6800 / ATI X1800 with 256 MB RAM &amp; compatible with DirectX9.0c DirectX: Version 9.0c Network: Broadband Internet connection ";
293600;最低配置: 操作系统:  XP SP2, Vista, 7, 8 处理器: Dual-core 2.0 GHz or equivalent 内存: 3 GB RAM 图形: 512Mb DirectX 版本: 9.0c 存储空间: 需要 200 MB 可用空间 声卡: Any OS:  compatible sound card 附注事项: Controllers supported: Microsoft Xbox 360, Microsoft Xbox One, Sony PlayStation 4OS: OS: ;;;;
293660;;i3, 2.5GhZ ;2 GB RAM ;Card with Shader Model 3 DirectX: Version 9.0c ;
293680;;;;;
293720;;2.0+ GHz Processor ;2 GB RAM ;SM3-Compatible Video Card DirectX: Version 9.0c Network: Broadband Internet connection ;
293740;;;;;
293760;;Dual Core ;3 GB RAM ;Support Shader Model 4.0 (Intel HD3000 Integrated, Geforce 8 Series, Radeon 2000 Series) DirectX: Version 10 ;
293780;;1.66 GHz Dual Core Processor or equivalent ;2 GB RAM ;NVIDIA since 2006 (GeForce 8), AMD since 2006 (Radeon HD 2000), Intel since 2012 (HD 4000 / IvyBridge) DirectX: Version 9.0c ;
293840;;2.4 gHz Intel or AMD ;2 GB RAM ;DirectX 10 with Shader Model 3.0 DirectX: Version 10 Network: Broadband Internet connection ;
293860;;Dual Core processor ;2 GB RAM ;DirectX 10 capable hardware DirectX: Version 9.0c ;
293880;;2.0 GHz ;2 GB RAM Hard Drive: 100 MB available space Additional Notes: Native Resolution 800x600;;
293900;;2 GHz ;512 MB RAM ;Direct X9.0c Compatible Card DirectX: Version 9.0c ;
293920;;1Ghz ;512 MB RAM ;DirectX or OpenGL compatible card;
293940;;1.5 Ghz (Intel Celeron / AMD Athlon 64 x2) ;1 GB RAM ;Intel HD Graphics or AMD Radeon DirectX: Version 9.0c Network: Broadband Internet connection ;
293960;;1.0 GHz CPU ;256 MB RAM ;DirectX 8.0 compatible 3D Graphics Card DirectX: Version 9.0c;
293980;;1 GHz or equivalent CPU ;1024 MB RAM ;128 Mb graphics card with Shader Model 2.0 DirectX: Version 9.0b ;
294000;;2.8 GHz Intel® Core™2 Duo or better ;1 GB RAM ;512 mb ;
294020;;Dual core from Intel or AMD at 2.8 GHz Graphics: nVidia GeForce 7800, ATI/AMD Radeaon HD2600/3600 DirectX: Version 9.0c Hard Drive: 2 GB available space;;;
294040;;;;;
294060;;Intel Core Duo 1.8ghz + ;1 GB RAM ;Integrated chipset or video card DirectX: Version 9.0c ;
294100;;Core 2 Duo ;4 GB RAM ;Intel HD Graphics 3000 with 384 MB of RAM ;
294140;;Single Core 500 MHz ;1 GB RAM ;512 MB RAM DirectX: Version 9.0c ;
294160;;2 Ghz ;512 MB RAM ;OpenGL 2.0 ;
294190;;Intel Pentium / AMD Athlon XP 2.0 GHz ;512 MB RAM ;128 MB DirectX: Version 9.0 ;
294230;Минимальные: ОС:  7 Процессор: Dual core from Intel or AMD at 2.8 GHz Видеокарта: nVidia GeForce 7800, ATI/AMD Radeaon HD2600/3600;;;;
294280;;Intel Dual Core 1.8GHz OR AMD Athlon X2 2 2.3GHz ;2 GB RAM ;GeForce 6600 256MB OR Radeon X1600 256MB DirectX: Version 9.0c ;
294370;;Core 2 Duo ;2 GB RAM ;Intel HD 4000/ATI Radeon HD 4650/Nvidia GeForce 2xx or higher DirectX: Version 9.0c ;
294390;;1.0 GHz ;512 MB RAM ;;
294440;;2.4GHz Processor ;1 GB RAM ;512MB Dedicated Video Memory ;
294460;;1.2GHz or faster ;512 MB RAM ;At least 32MB of video memory DirectX: Version 9.0c ;
294530;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294540;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294550;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294570;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294580;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294590;;1.0 GHz Processor ;256 MB RAM ;100% DirectX compatible graphics DirectX: Version 9.0c ;
294650;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294660;Mínimo: SO:  7 / 8.1 / 10 Procesador: 1.0 GHz Processor Memoria: 512 MB de RAM Gráficos: 100% DirectX compatible graphics Almacenamiento: 512 MB de espacio disponible Tarjeta de sonido: 100% DirectX compatible card or onboard sound;;;;
294670;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294680;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294690;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294700;Минимальные: ОС:  XP / Vista / 7 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound Дополнительно: This game may have problems functioning on OS:  8.OS: OS: ;;;;
294710;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294720;Минимальные: ОС:  7 / 8.1 / 10 Процессор: 1.0 GHz Processor Оперативная память: 512 MB ОЗУ Видеокарта: 100% DirectX compatible graphics Место на диске: 512 MB Звуковая карта: 100% DirectX compatible card or onboard sound;;;;
294730;;1.0 GHz Processor ;256 MB RAM ;100% DirectX compatible graphics DirectX: Version 9.0c ;
294750;;Intel(R) Core(TM)2 Duo 2.4, AMD Athlon(TM) X2 2.8 Ghz ;2 GB RAM ;Geforce 9600 GS, Radeon HD4000, Shader Model 3.0, 512 MB DirectX: Version 9.0c ;
294770;;1 GHz ;512 MB RAM ;3D graphics card compatible with DirectX DirectX: Version 9.0c ;
294790;Минимальные: ОС:  SO: Windows XP, Vista, 7 Процессор: 1 GHz Оперативная память: 512 MB ОЗУ Видеокарта: 3D graphics card compatible with DirectX DirectX: Версии 9.0c Место на диске: 1 GB Звуковая карта: OS:  DirectSound compatible sound card Дополнительно: OS:  compatible mouse and keyboard. Local multiplayer only. There are no servers.OS: ;;;;
294810;;Intel Core2 Duo ;2 GB RAM ;nVidia GeForce 7900 GT or better / AMD Radeon X1900 / nVidia GeForce GT 620 (Windows 8.1) DirectX: Version 9.0c Network: Broadband Internet connection ;
294830;;AMD/Intel processor with 2.0 GHz ;4 GB RAM ;NVIDIA/RADEON with 256 MB and DirectX® 10 compatible DirectX: Version 10 ;
294860;;Intel Core2 Duo @ 2.0GHz (or equivalent) ;2 GB RAM ;NVIDIA GeForce GTS 240 (or equivalent) ;
295250;;Dual Core at 2Ghz and above ;512 MB RAM ;;
295490;;Intel Core 2 Duo ;2 GB RAM ;Nvidia GeForce 8600GT - ATI Radeon HD4650 - Intel HD3000 ;
295550;;Intel Core 2 Duo / AMD Athlon X2 64 3.0 Ghz ;2 GB RAM ;512Mb NVIDIA GeForce 9500GT / ATI Radeon HD 3450 DirectX: Version 9.0 Network: Broadband Internet connection ;
295590;;2.33GHz or faster x86-compatible ;1 GB RAM Hard Drive: 150 MB available space;;
295610;;Pentium 3 or higher with SSE ;256 MB RAM ;OpenGL 1.1 ;
295630;;1.5GhZ ;512 MB RAM ;OpenGL compatible. ATI, NVIDIA or Intel HD. Older Intel graphics cards may have slowdown issues. DirectX: Version 8.0 ;
295650;;Intel Core Duo, 2.4 GHz / AMD Athlon X2, 2.8 GHz ;1 GB RAM ;NVIDIA GeForce 8800 GTS / AMD Radeon 3850 DirectX: Version 9.0c ;
295670;;Intel Core™ Duo or faster ;2 GB RAM ;512 MB ;
295690;;;;;
295710;;Core 2 Duo ;1 GB RAM ;OpenGL compatible Network: Broadband Internet connection ;
295730;Mínimo: SO:  Vista,7,8 Procesador: 1 GHz Memoria: 1 GB de RAM Almacenamiento: 150 MB de espacio disponible Tarjeta de sonido: Any;;;;
295750;;2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz or faster processor for netbook class devices ;512 MB RAM;;
295770;;1.6Ghz ;2 GB RAM Hard Drive: 100 MB available space Sound Card: Any;;
295790;;Intel Core 2 Duo E4500 @ 2.2GHz  or AMD Athlon 64 X2 5600+ @ 2.8 GHz ;2 GB RAM ;GeForce 240 GT or Radeon HD 6570 DirectX: Version 9.0c ;
295850;;Core 2 Duo ;2 GB RAM ;256 MB graphics memory and directx 9.0c compatible gpu DirectX: Version 9.0c ;
295870;;1Ghz ;1 GB RAM ;Open GL Supported ;
295910;;Intel® Pentium 4 / 2.0GHz ;4 GB RAM ;DirectX 9.0c compatible card, 128MB of VRAM ;
295930;;2.0GHz ;2 GB RAM ;;
295950;;Intel E5300 ;4 GB RAM ;NVIDIA GeForce 9600GT Network: Broadband Internet connection ;
295990;Минимальные: ОС:  8, OS:  7, OS:  Vista, OS:  XP Процессор: Intel Core i5 CPU Оперативная память: 2 GB ОЗУ Видеокарта: NVIDIA GeForce GT 330M Место на диске: 70 MB;;;;
296010;;1.8 Ghz single core ;2 GB RAM ;256 MB Direct X 9.0c compliant video card DirectX: Version 9.0c ;
296030;;2 GHz single core processor ;1024 MB RAM ;256 MB VRAM, pixel shader 3.0 compatible. ;
296050;Минимальные: ОС: XP Процессор: 1.6Ghz CPU Оперативная память: 512 MB ОЗУ Видеокарта: Direct3D support DirectX: Версии 9.0 Место на диске: 175 MB Звуковая карта: Any;;;;
296070;;Core 2 Duo E4300 1.8GHz ;2 GB RAM ;GeForce 7600 GS DirectX: Version 10 ;
296150;;Pentium 3 ;512 MB RAM ;64 MB ATI Radeon/Nvidia GeForce 4 DirectX: Version 9.0b Network: Broadband Internet connection ;
296180;;1 GHz ;512 MB RAM ;DirectX compatible Sound Card DirectX: Version 9.0c ;
296210;;1 GHz ;512 MB RAM ;Video card 32 MB ;
296220;;2.2 GHz processor ;1 GB RAM ;Video 512 MB RAM DirectX: Version 9.0c ;
296240;;2.0 GHz processor ;2 GB RAM ;DirectX compatible 128 MB DirectX: Version 9.0c ;
296280;;Intel Core Duo 2.0Ghz+ ;512 MB RAM ;512mb Graphics Card ;
296300;;Intel Core 2 Duo 2.0 GHz or better ;2 GB RAM ;Intel HD Graphics 4000 or better DirectX: Version 9.0c Network: Broadband Internet connection ;
296470;;2.4 GHz or better ;2 GB RAM ;Graphics card capable of Pixel and Vertex Shader 3.0 (game uses XNA 4.0 in Hi-Def mode) DirectX: Version 10 ;
296490;;Intel Celeron N or better ;2048 MB RAM ;Intel HD Graphics or better ;
296510;;Core 2 Duo 2.0 Ghz or greater ;1 GB RAM ;Dedicated graphics card with Shader Model 2.0 support DirectX: Version 9.0c ;
296530;;Intel Core 2 Duo E7300 @ 2.6 GHz or AMD Athlon 64 X2 5200+ @ 2.7 GHz ;2 GB RAM ;nVidia GeForce 8800GT or AMD Radeon HD3870 (512MB VRAM with Shader Model 4.0 or higher) DirectX: Version 9.0c ;
296550;;2.0+ GHz (Dual Core Recommended) ;2 GB RAM ;NVIDIA 8000 Series or higher (Shader Model 3 Compatible) DirectX: Version 9.0c ;
296570;;Dual Core 2Ghz ;2 GB RAM ;ATI Radeon HD 4650 / NVIDIA GeForce GT 240 / Intel HD 3000 Graphics, or equivalent DirectX: Version 9.0c ;
296590;;Intel® Pentium® D or AMD® Athlon™ 64 X2 ;2 GB RAM ;512MB DirectX 9.0 compatible or better DirectX: Version 9.0 ;
296630;;2.0 GHz Single Core Processor, 1 Thread ;512 MB RAM ;NVIDIA 6200 / ATI Radeon 9600 DirectX: Version 9.0c;
296650;;1,5 GHz ;1 GB RAM ;All graphic cards since 2008 DirectX: Version 9.0c ;
296710;;Intel / AMD - 2.4 GHz (Dual Core) ;4 GB RAM ;Nvidia GTX 285 / ATI Radeon HD 4870 X2 - 1GB (Direct x 9.0c / 10 / 11) DirectX: Version 9.0c ;
296730;;1.7 GHz Processor ;4 GB RAM ;Nvidia or AMD graphics card with updated drivers, 256 MB ;
296770;;AMD Athlon 64 Processor 3800+ 2.4Ghz / Intel Core2Duo 2.0Ghz Processor ;3 GB RAM ;NVIDIA 9800GT 512MB / ATI Radeon HD 4850 512MB DirectX: Version 9.0c ;
296790;;2 GHz Processor ;4 GB RAM ;DirectX compatible 1GB VRAM graphics card DirectX: Version 9.0c ;
296830;;Dual core ;4 GB RAM ;NVIDIA GEFORCE GTX 275 or better DirectX: Version 9.0 ;
296850;;800 Mhz or above ;128 MB RAM ;32-bit SVGA Video card DirectX: Version 6.0 ;
296870;;Intel Core 2 Duo ;1 GB RAM ;Intel HD Graphics 4000 or better DirectX: Version 9.0c ;
